X,Y,Z,ERROR
16,-19,0,0.0001
0,42,0,0.0001
0,-16,0,0.0001
18,9,0,0.0001
26,-38,0,1.0
36,-10,0,0.0001
33,-31,0,1.0
34,9,0,0.0001
1,-13,0,0.0001
3,18,0,0.0001
21,-29,0,0.0001
5,-11,0,0.0001
35,-28,0,0.0001
27,-15,0,0.0001
41,17,0,0.0001
13,16,0,0.0001
15,14,0,0.0001
11,47,0,1.0
34,-24,0,0.0001
17,24,0,0.0001
23,-46,0,1.0
1,-3,0,0.0001
42,29,0,1.0
10,16,0,0.0001
33,27,0,0.0001
22,3,0,0.0001
11,24,0,0.0001
42,6,0,0.0001
36,41,0,1.0
25,-16,0,0.0001
14,-50,0,1.0
34,35,0,1.0
32,8,0,0.0001
0,-3,0,0.0001
2,-46,0,1.0
27,-50,0,1.0
30,6,0,0.0001
35,37,0,1.0
29,34,0,0.0001
35,4,0,0.0001
42,31,0,1.0
29,47,0,1.0
49,32,0,1.0
18,-4,0,0.0001
29,-32,0,0.0001
21,-31,0,0.0001
47,-24,0,1.0
2,42,0,0.0001
43,29,0,1.0
35,-25,0,0.0001
7,37,0,0.0001
40,43,0,1.0
31,7,0,0.0001
47,-37,0,1.0
5,3,0,0.0001
32,22,0,0.0001
24,-9,0,0.0001
43,-19,0,1.0
39,-29,0,1.0
11,23,0,0.0001
45,24,0,1.0
2,36,0,0.0001
40,-33,0,1.0
38,-41,0,1.0
41,39,0,1.0
21,9,0,0.0001
1,-6,0,0.0001
38,-20,0,0.0001
5,-4,0,0.0001
2,-37,0,0.0001
42,38,0,1.0
8,-39,0,0.0001
33,-36,0,1.0
41,-12,0,0.0001
32,-32,0,1.0
46,-34,0,1.0
22,25,0,0.0001
2,-15,0,0.0001
40,30,0,1.0
15,-38,0,0.0001
6,-24,0,0.0001
14,-39,0,0.0001
0,33,0,0.0001
11,21,0,0.0001
30,10,0,0.0001
27,-13,0,0.0001
47,19,0,1.0
48,23,0,1.0
17,47,0,1.0
11,-33,0,0.0001
15,-37,0,0.0001
19,-14,0,0.0001
12,7,0,0.0001
0,48,0,1.0
40,33,0,1.0
3,34,0,0.0001
15,-43,0,1.0
36,38,0,1.0
35,-30,0,1.0
39,-46,0,1.0
2,-21,0,0.0001
26,-40,0,1.0
19,5,0,0.0001
34,-28,0,0.0001
23,-43,0,1.0
7,-30,0,0.0001
44,-20,0,1.0
36,14,0,0.0001
22,-34,0,0.0001
26,-19,0,0.0001
23,21,0,0.0001
0,-15,0,0.0001
28,-39,0,1.0
47,30,0,1.0
29,-13,0,0.0001
13,-25,0,0.0001
8,-39,0,0.0001
12,10,0,0.0001
38,-30,0,1.0
7,-26,0,0.0001
7,6,0,0.0001
45,8,0,1.0
21,30,0,0.0001
32,33,0,1.0
30,-31,0,0.0001
19,-39,0,0.0001
17,-19,0,0.0001
1,11,0,0.0001
48,-26,0,1.0
47,-14,0,1.0
30,-36,0,1.0
28,-33,0,0.0001
2,29,0,0.0001
22,-44,0,1.0
34,-33,0,1.0
11,-35,0,0.0001
32,-29,0,0.0001
39,43,0,1.0
40,-2,0,0.0001
34,-49,0,1.0
1,33,0,0.0001
14,-27,0,0.0001
3,26,0,0.0001
1,22,0,0.0001
20,45,0,1.0
8,40,0,0.0001
7,-50,0,1.0
39,21,0,0.0001
33,10,0,0.0001
19,-42,0,1.0
49,21,0,1.0
35,-6,0,0.0001
7,41,0,0.0001
10,25,0,0.0001
21,-22,0,0.0001
15,-5,0,0.0001
21,-32,0,0.0001
19,46,0,1.0
48,-20,0,1.0
25,34,0,0.0001
36,-50,0,1.0
46,16,0,1.0
17,-31,0,0.0001
26,-17,0,0.0001
37,1,0,0.0001
12,23,0,0.0001
24,22,0,0.0001
30,2,0,0.0001
34,-27,0,0.0001
26,36,0,0.0001
15,20,0,0.0001
0,-27,0,0.0001
20,46,0,1.0
32,-23,0,0.0001
46,4,0,1.0
21,29,0,0.0001
9,-17,0,0.0001
27,17,0,0.0001
45,-46,0,1.0
34,-23,0,0.0001
44,-22,0,1.0
17,-24,0,0.0001
27,-31,0,0.0001
2,-23,0,0.0001
28,-1,0,0.0001
15,12,0,0.0001
24,20,0,0.0001
4,30,0,0.0001
47,-31,0,1.0
19,-25,0,0.0001
32,-24,0,0.0001
45,39,0,1.0
3,-46,0,1.0
2,18,0,0.0001
19,5,0,0.0001
1,23,0,0.0001
42,-10,0,0.0001
37,1,0,0.0001
38,-49,0,1.0
8,46,0,1.0
12,38,0,0.0001
41,36,0,1.0
45,11,0,1.0
23,-1,0,0.0001
6,41,0,0.0001
26,45,0,1.0
13,48,0,1.0
21,43,0,1.0
6,0,0,0.0001
21,-9,0,0.0001
8,27,0,0.0001
10,-33,0,0.0001
10,8,0,0.0001
0,-23,0,0.0001
6,18,0,0.0001
6,-21,0,0.0001
27,-29,0,0.0001
30,-44,0,1.0
18,22,0,0.0001
44,29,0,1.0
32,-7,0,0.0001
38,-31,0,1.0
8,-29,0,0.0001
24,20,0,0.0001
45,6,0,1.0
28,0,0,0.0001
39,47,0,1.0
41,23,0,1.0
0,15,0,0.0001
46,10,0,1.0
34,38,0,1.0
14,18,0,0.0001
33,-25,0,0.0001
12,40,0,0.0001
34,8,0,0.0001
45,-27,0,1.0
16,46,0,1.0
29,42,0,1.0
34,-3,0,0.0001
28,22,0,0.0001
48,29,0,1.0
41,-16,0,0.0001
26,-40,0,1.0
27,-35,0,0.0001
27,6,0,0.0001
19,36,0,0.0001
31,17,0,0.0001
47,22,0,1.0
17,14,0,0.0001
43,6,0,0.0001
3,43,0,0.0001
15,22,0,0.0001
33,46,0,1.0
22,46,0,1.0
0,-49,0,1.0
45,47,0,1.0
24,1,0,0.0001
35,25,0,0.0001
48,39,0,1.0
4,-46,0,1.0
32,-15,0,0.0001
29,-32,0,0.0001
40,-46,0,1.0
32,31,0,0.0001
38,-24,0,0.0001
23,4,0,0.0001
41,45,0,1.0
46,-50,0,1.0
28,23,0,0.0001
17,40,0,0.0001
29,17,0,0.0001
24,-34,0,0.0001
30,-44,0,1.0
37,18,0,0.0001
36,46,0,1.0
13,5,0,0.0001
34,13,0,0.0001
9,38,0,0.0001
3,37,0,0.0001
45,14,0,1.0
17,-18,0,0.0001
21,28,0,0.0001
6,-20,0,0.0001
29,-30,0,0.0001
8,32,0,0.0001
40,-25,0,1.0
6,-28,0,0.0001
49,18,0,1.0
49,-7,0,1.0
17,5,0,0.0001
5,-10,0,0.0001
37,-47,0,1.0
0,20,0,0.0001
18,6,0,0.0001
31,26,0,0.0001
21,-36,0,0.0001
0,-9,0,0.0001
46,-1,0,1.0
33,47,0,1.0
13,37,0,0.0001
34,46,0,1.0
34,31,0,1.0
10,-21,0,0.0001
23,21,0,0.0001
4,49,0,1.0
39,-28,0,1.0
45,-40,0,1.0
38,37,0,1.0
10,-31,0,0.0001
47,-19,0,1.0
41,-20,0,1.0
17,31,0,0.0001
34,24,0,0.0001
37,-6,0,0.0001
4,-23,0,0.0001
12,11,0,0.0001
40,34,0,1.0
2,-30,0,0.0001
41,-12,0,0.0001
40,-40,0,1.0
10,17,0,0.0001
46,0,0,1.0
11,-10,0,0.0001
37,-15,0,0.0001
16,-39,0,0.0001
15,-10,0,0.0001
4,48,0,1.0
45,-48,0,1.0
22,45,0,1.0
2,-37,0,0.0001
36,-35,0,1.0
6,-42,0,0.0001
47,12,0,1.0
10,11,0,0.0001
47,12,0,1.0
13,15,0,0.0001
48,31,0,1.0
27,29,0,0.0001
13,-13,0,0.0001
17,-3,0,0.0001
17,-6,0,0.0001
1,41,0,0.0001
40,-45,0,1.0
48,38,0,1.0
23,3,0,0.0001
35,-15,0,0.0001
37,-43,0,1.0
2,4,0,0.0001
7,8,0,0.0001
40,-4,0,0.0001
3,-28,0,0.0001
26,-16,0,0.0001
5,-44,0,0.0001
34,-13,0,0.0001
32,30,0,0.0001
4,35,0,0.0001
31,33,0,1.0
37,-11,0,0.0001
18,-49,0,1.0
21,-6,0,0.0001
14,12,0,0.0001
32,-48,0,1.0
22,-15,0,0.0001
30,17,0,0.0001
35,21,0,0.0001
34,-46,0,1.0
28,-33,0,0.0001
42,10,0,0.0001
11,-49,0,1.0
34,31,0,1.0
42,-31,0,1.0
36,28,0,1.0
19,25,0,0.0001
37,-50,0,1.0
38,-2,0,0.0001
23,-41,0,1.0
46,-5,0,1.0
2,-46,0,1.0
10,11,0,0.0001
35,20,0,0.0001
9,-10,0,0.0001
6,13,0,0.0001
23,-23,0,0.0001
48,18,0,1.0
43,24,0,1.0
22,-32,0,0.0001
20,-48,0,1.0
20,-9,0,0.0001
33,-19,0,0.0001
36,47,0,1.0
18,-49,0,1.0
0,-49,0,1.0
47,-8,0,1.0
28,19,0,0.0001
24,49,0,1.0
4,18,0,0.0001
37,47,0,1.0
17,-35,0,0.0001
36,11,0,0.0001
6,39,0,0.0001
25,-27,0,0.0001
10,45,0,1.0
5,10,0,0.0001
49,-38,0,1.0
5,-34,0,0.0001
33,-40,0,1.0
29,16,0,0.0001
26,-42,0,1.0
43,-29,0,1.0
6,-5,0,0.0001
15,31,0,0.0001
15,-29,0,0.0001
47,-11,0,1.0
37,-34,0,1.0
49,-10,0,1.0
45,28,0,1.0
43,5,0,0.0001
37,-7,0,0.0001
23,29,0,0.0001
4,-32,0,0.0001
49,39,0,1.0
18,1,0,0.0001
26,2,0,0.0001
0,38,0,0.0001
40,12,0,0.0001
41,39,0,1.0
7,-38,0,0.0001
26,25,0,0.0001
37,-7,0,0.0001
24,-1,0,0.0001
41,-38,0,1.0
3,-40,0,0.0001
31,-7,0,0.0001
7,-49,0,1.0
12,21,0,0.0001
34,8,0,0.0001
42,49,0,1.0
27,5,0,0.0001
32,-12,0,0.0001
4,26,0,0.0001
33,8,0,0.0001
2,24,0,0.0001
25,-43,0,1.0
42,-32,0,1.0
7,7,0,0.0001
41,-6,0,0.0001
33,31,0,1.0
42,-30,0,1.0
22,44,0,1.0
49,-9,0,1.0
12,-32,0,0.0001
24,19,0,0.0001
36,-49,0,1.0
29,-1,0,0.0001
44,-7,0,0.0001
39,30,0,1.0
18,-13,0,0.0001
6,24,0,0.0001
9,-16,0,0.0001
3,7,0,0.0001
0,41,0,0.0001
3,28,0,0.0001
44,-33,0,1.0
45,39,0,1.0
38,33,0,1.0
34,8,0,0.0001
14,-44,0,1.0
8,14,0,0.0001
30,34,0,1.0
39,-47,0,1.0
23,4,0,0.0001
1,27,0,0.0001
13,-26,0,0.0001
26,-21,0,0.0001
14,-26,0,0.0001
39,28,0,1.0
19,-37,0,0.0001
32,46,0,1.0
45,3,0,1.0
24,43,0,1.0
16,-48,0,1.0
44,18,0,1.0
30,-30,0,0.0001
9,-12,0,0.0001
47,-29,0,1.0
4,19,0,0.0001
27,-2,0,0.0001
35,9,0,0.0001
14,-24,0,0.0001
49,39,0,1.0
32,-25,0,0.0001
25,26,0,0.0001
12,-28,0,0.0001
35,6,0,0.0001
22,3,0,0.0001
7,-35,0,0.0001
0,-9,0,0.0001
45,-24,0,1.0
25,-33,0,0.0001
37,-50,0,1.0
21,44,0,1.0
6,9,0,0.0001
13,-5,0,0.0001
2,4,0,0.0001
11,-50,0,1.0
5,3,0,0.0001
23,38,0,0.0001
9,-39,0,0.0001
7,1,0,0.0001
41,21,0,1.0
31,-50,0,1.0
35,-15,0,0.0001
1,-7,0,0.0001
11,37,0,0.0001
31,26,0,0.0001
36,-36,0,1.0
0,-16,0,0.0001
48,-29,0,1.0
36,-21,0,0.0001
24,22,0,0.0001
4,8,0,0.0001
42,-27,0,1.0
28,8,0,0.0001
17,21,0,0.0001
49,12,0,1.0
3,46,0,1.0
18,4,0,0.0001
38,-42,0,1.0
0,-49,0,1.0
41,23,0,1.0
23,29,0,0.0001
46,17,0,1.0
16,19,0,0.0001
23,-11,0,0.0001
30,23,0,0.0001
24,-14,0,0.0001
23,-15,0,0.0001
19,-12,0,0.0001
47,-5,0,1.0
24,-6,0,0.0001
29,-28,0,0.0001
34,42,0,1.0
8,-15,0,0.0001
30,-45,0,1.0
7,10,0,0.0001
20,-3,0,0.0001
25,-37,0,0.0001
7,-9,0,0.0001
17,5,0,0.0001
36,-24,0,0.0001
19,-24,0,0.0001
30,-45,0,1.0
4,19,0,0.0001
35,-28,0,0.0001
42,-35,0,1.0
49,-13,0,1.0
17,-50,0,1.0
2,-37,0,0.0001
15,24,0,0.0001
41,-31,0,1.0
7,-45,0,1.0
15,28,0,0.0001
7,-14,0,0.0001
25,31,0,0.0001
6,-16,0,0.0001
46,41,0,1.0
44,6,0,0.0001
2,37,0,0.0001
35,49,0,1.0
42,40,0,1.0
21,-17,0,0.0001
41,14,0,0.0001
37,13,0,0.0001
5,-13,0,0.0001
15,34,0,0.0001
34,49,0,1.0
21,-9,0,0.0001
46,10,0,1.0
24,-8,0,0.0001
35,7,0,0.0001
3,-44,0,0.0001
14,19,0,0.0001
17,-32,0,0.0001
21,-6,0,0.0001
47,16,0,1.0
27,44,0,1.0
48,-29,0,1.0
24,46,0,1.0
37,34,0,1.0
20,-31,0,0.0001
36,8,0,0.0001
48,-5,0,1.0
40,48,0,1.0
24,35,0,0.0001
30,34,0,1.0
31,-28,0,0.0001
2,16,0,0.0001
49,-41,0,1.0
35,2,0,0.0001
43,26,0,1.0
3,-10,0,0.0001
43,35,0,1.0
18,27,0,0.0001
41,29,0,1.0
34,-22,0,0.0001
2,-37,0,0.0001
11,1,0,0.0001
3,15,0,0.0001
36,47,0,1.0
28,-19,0,0.0001
43,-3,0,0.0001
5,-3,0,0.0001
11,2,0,0.0001
20,27,0,0.0001
49,3,0,1.0
35,38,0,1.0
32,13,0,0.0001
1,-35,0,0.0001
12,43,0,0.0001
8,18,0,0.0001
31,-12,0,0.0001
22,-17,0,0.0001
43,1,0,0.0001
11,-7,0,0.0001
15,-11,0,0.0001
21,31,0,0.0001
35,-20,0,0.0001
27,-27,0,0.0001
11,33,0,0.0001
11,-28,0,0.0001
28,4,0,0.0001
22,0,0,0.0001
31,18,0,0.0001
21,-38,0,0.0001
19,-22,0,0.0001
35,9,0,0.0001
38,-12,0,0.0001
48,-7,0,1.0
21,10,0,0.0001
19,35,0,0.0001
34,32,0,1.0
40,9,0,0.0001
24,-31,0,0.0001
22,33,0,0.0001
10,-43,0,0.0001
33,25,0,0.0001
32,-23,0,0.0001
13,-18,0,0.0001
42,7,0,0.0001
22,32,0,0.0001
22,31,0,0.0001
42,-38,0,1.0
37,-32,0,1.0
1,10,0,0.0001
39,9,0,0.0001
10,-27,0,0.0001
11,47,0,1.0
45,46,0,1.0
39,-1,0,0.0001
33,34,0,1.0
36,41,0,1.0
3,7,0,0.0001
30,11,0,0.0001
6,28,0,0.0001
32,-46,0,1.0
41,-36,0,1.0
36,-38,0,1.0
34,9,0,0.0001
6,6,0,0.0001
22,-1,0,0.0001
22,10,0,0.0001
49,-47,0,1.0
36,-28,0,1.0
16,26,0,0.0001
27,-15,0,0.0001
47,1,0,1.0
16,-33,0,0.0001
4,-33,0,0.0001
2,38,0,0.0001
32,45,0,1.0
42,21,0,1.0
26,-17,0,0.0001
3,21,0,0.0001
20,-29,0,0.0001
45,20,0,1.0
10,-16,0,0.0001
42,14,0,0.0001
17,-11,0,0.0001
2,23,0,0.0001
21,-6,0,0.0001
43,-35,0,1.0
14,-44,0,1.0
10,-48,0,1.0
8,-20,0,0.0001
27,-28,0,0.0001
23,-28,0,0.0001
48,28,0,1.0
21,-44,0,1.0
2,-35,0,0.0001
5,-35,0,0.0001
12,25,0,0.0001
33,44,0,1.0
40,-37,0,1.0
23,-42,0,1.0
2,35,0,0.0001
6,32,0,0.0001
38,38,0,1.0
46,6,0,1.0
25,-36,0,0.0001
38,24,0,0.0001
44,12,0,1.0
37,-5,0,0.0001
36,-10,0,0.0001
28,28,0,0.0001
36,-27,0,1.0
12,-29,0,0.0001
18,-36,0,0.0001
43,25,0,1.0
16,4,0,0.0001
44,13,0,1.0
14,-28,0,0.0001
1,-19,0,0.0001
10,27,0,0.0001
33,2,0,0.0001
35,4,0,0.0001
44,37,0,1.0
35,-44,0,1.0
46,33,0,1.0
16,10,0,0.0001
14,35,0,0.0001
12,-33,0,0.0001
8,-34,0,0.0001
19,-49,0,1.0
44,41,0,1.0
9,5,0,0.0001
2,-19,0,0.0001
2,42,0,0.0001
20,34,0,0.0001
7,-20,0,0.0001
26,19,0,0.0001
9,36,0,0.0001
37,-4,0,0.0001
12,-2,0,0.0001
33,-44,0,1.0
11,-8,0,0.0001
16,22,0,0.0001
21,-4,0,0.0001
37,-8,0,0.0001
5,2,0,0.0001
13,-28,0,0.0001
8,7,0,0.0001
8,18,0,0.0001
34,16,0,0.0001
9,-29,0,0.0001
2,43,0,0.0001
34,-47,0,1.0
19,16,0,0.0001
26,14,0,0.0001
1,28,0,0.0001
17,1,0,0.0001
28,36,0,1.0
37,11,0,0.0001
7,46,0,1.0
41,-48,0,1.0
47,-22,0,1.0
13,-27,0,0.0001
32,15,0,0.0001
37,36,0,1.0
7,-35,0,0.0001
13,-39,0,0.0001
42,20,0,1.0
47,33,0,1.0
33,41,0,1.0
34,28,0,0.0001
2,-22,0,0.0001
32,10,0,0.0001
32,42,0,1.0
1,31,0,0.0001
35,-24,0,0.0001
7,-47,0,1.0
8,13,0,0.0001
2,12,0,0.0001
46,27,0,1.0
49,38,0,1.0
7,26,0,0.0001
43,-6,0,0.0001
23,33,0,0.0001
40,15,0,0.0001
37,-20,0,0.0001
27,24,0,0.0001
7,27,0,0.0001
27,-35,0,0.0001
22,-48,0,1.0
5,41,0,0.0001
3,28,0,0.0001
13,-22,0,0.0001
14,-20,0,0.0001
0,-4,0,0.0001
25,28,0,0.0001
47,-26,0,1.0
40,13,0,0.0001
14,40,0,0.0001
45,-41,0,1.0
16,40,0,0.0001
22,4,0,0.0001
19,42,0,1.0
3,30,0,0.0001
16,48,0,1.0
32,31,0,0.0001
36,-13,0,0.0001
30,21,0,0.0001
31,28,0,0.0001
48,-50,0,1.0
37,-26,0,1.0
29,33,0,0.0001
42,47,0,1.0
23,40,0,1.0
7,-30,0,0.0001
9,-28,0,0.0001
23,-2,0,0.0001
23,7,0,0.0001
22,31,0,0.0001
48,31,0,1.0
27,28,0,0.0001
37,-31,0,1.0
41,20,0,1.0
12,-23,0,0.0001
10,22,0,0.0001
34,-49,0,1.0
4,-14,0,0.0001
33,-2,0,0.0001
6,-18,0,0.0001
39,19,0,0.0001
1,-17,0,0.0001
44,-49,0,1.0
46,20,0,1.0
36,11,0,0.0001
7,40,0,0.0001
38,-27,0,1.0
48,-26,0,1.0
28,-46,0,1.0
43,-10,0,0.0001
11,17,0,0.0001
22,-21,0,0.0001
49,29,0,1.0
22,43,0,1.0
45,8,0,1.0
49,-17,0,1.0
13,38,0,0.0001
32,43,0,1.0
32,45,0,1.0
31,-23,0,0.0001
28,-25,0,0.0001
0,-38,0,0.0001
13,16,0,0.0001
25,13,0,0.0001
4,43,0,0.0001
9,-7,0,0.0001
4,26,0,0.0001
31,2,0,0.0001
10,-45,0,1.0
33,28,0,0.0001
17,9,0,0.0001
3,-22,0,0.0001
26,-24,0,0.0001
7,-25,0,0.0001
24,25,0,0.0001
25,-13,0,0.0001
4,29,0,0.0001
49,-11,0,1.0
21,-24,0,0.0001
0,16,0,0.0001
8,-16,0,0.0001
24,9,0,0.0001
10,14,0,0.0001
16,1,0,0.0001
3,-30,0,0.0001
36,37,0,1.0
3,-26,0,0.0001
12,47,0,1.0
25,47,0,1.0
38,35,0,1.0
22,9,0,0.0001
38,-13,0,0.0001
16,36,0,0.0001
35,-49,0,1.0
32,-27,0,0.0001
15,20,0,0.0001
40,41,0,1.0
27,-46,0,1.0
45,-18,0,1.0
33,-4,0,0.0001
36,41,0,1.0
49,14,0,1.0
38,-45,0,1.0
7,-38,0,0.0001
20,-25,0,0.0001
6,28,0,0.0001
28,27,0,0.0001
28,9,0,0.0001
33,12,0,0.0001
46,-7,0,1.0
29,3,0,0.0001
26,41,0,1.0
33,13,0,0.0001
9,-16,0,0.0001
18,1,0,0.0001
1,1,0,0.0001
14,-2,0,0.0001
39,5,0,0.0001
44,-6,0,0.0001
14,30,0,0.0001
42,-10,0,0.0001
38,-20,0,0.0001
8,-32,0,0.0001
45,-34,0,1.0
12,18,0,0.0001
34,-14,0,0.0001
47,-47,0,1.0
7,38,0,0.0001
7,-3,0,0.0001
7,24,0,0.0001
19,-28,0,0.0001
20,-41,0,1.0
43,49,0,1.0
12,39,0,0.0001
35,-29,0,1.0
2,-30,0,0.0001
36,2,0,0.0001
38,-23,0,0.0001
9,-6,0,0.0001
19,-36,0,0.0001
5,14,0,0.0001
11,-39,0,0.0001
19,1,0,0.0001
10,38,0,0.0001
26,-13,0,0.0001
21,-48,0,1.0
30,-6,0,0.0001
18,5,0,0.0001
46,-20,0,1.0
49,-10,0,1.0
24,19,0,0.0001
14,-25,0,0.0001
5,15,0,0.0001
11,36,0,0.0001
16,15,0,0.0001
15,36,0,0.0001
44,-17,0,1.0
39,-12,0,0.0001
14,25,0,0.0001
5,-48,0,1.0
12,44,0,1.0
24,45,0,1.0
27,-17,0,0.0001
36,30,0,1.0
26,-11,0,0.0001
3,-33,0,0.0001
12,-48,0,1.0
38,26,0,1.0
0,-46,0,1.0
47,-8,0,1.0
40,-48,0,1.0
27,31,0,0.0001
10,42,0,0.0001
5,-30,0,0.0001
5,-46,0,1.0
48,14,0,1.0
34,-9,0,0.0001
10,6,0,0.0001
19,-27,0,0.0001
8,5,0,0.0001
40,24,0,1.0
9,10,0,0.0001
8,42,0,0.0001
40,-26,0,1.0
34,6,0,0.0001
3,-4,0,0.0001
33,-45,0,1.0
37,-32,0,1.0
29,-42,0,1.0
16,15,0,0.0001
26,-8,0,0.0001
46,-19,0,1.0
32,-32,0,1.0
8,-25,0,0.0001
6,-41,0,0.0001
33,-22,0,0.0001
26,-21,0,0.0001
26,29,0,0.0001
30,-33,0,0.0001
38,-26,0,1.0
5,42,0,0.0001
13,-37,0,0.0001
9,-9,0,0.0001
21,-22,0,0.0001
38,-1,0,0.0001
48,-22,0,1.0
4,-39,0,0.0001
16,39,0,0.0001
5,2,0,0.0001
23,-48,0,1.0
37,19,0,0.0001
28,-4,0,0.0001
9,-11,0,0.0001
6,42,0,0.0001
12,-25,0,0.0001
24,40,0,1.0
15,41,0,0.0001
29,-23,0,0.0001
2,17,0,0.0001
37,-7,0,0.0001
8,-34,0,0.0001
34,13,0,0.0001
0,32,0,0.0001
45,23,0,1.0
12,2,0,0.0001
12,-15,0,0.0001
4,44,0,0.0001
34,34,0,1.0
3,12,0,0.0001
36,-35,0,1.0
39,49,0,1.0
12,17,0,0.0001
32,17,0,0.0001
0,8,0,0.0001
47,-8,0,1.0
29,13,0,0.0001
6,11,0,0.0001
25,0,0,0.0001
49,-20,0,1.0
16,-19,0,0.0001
38,-43,0,1.0
37,18,0,0.0001
28,4,0,0.0001
4,13,0,0.0001
49,-15,0,1.0
19,8,0,0.0001
36,9,0,0.0001
13,21,0,0.0001
7,44,0,0.0001
12,33,0,0.0001
12,-18,0,0.0001
41,40,0,1.0
46,2,0,1.0
17,-16,0,0.0001
9,-9,0,0.0001
47,37,0,1.0
38,-20,0,0.0001
46,-34,0,1.0
7,-25,0,0.0001
4,-47,0,1.0
49,0,0,1.0
9,24,0,0.0001
34,-23,0,0.0001
23,15,0,0.0001
41,16,0,0.0001
43,30,0,1.0
15,36,0,0.0001
34,-46,0,1.0
31,-44,0,1.0
29,44,0,1.0
8,-24,0,0.0001
3,5,0,0.0001
14,20,0,0.0001
35,-3,0,0.0001
27,-34,0,0.0001
45,-19,0,1.0
4,-34,0,0.0001
17,-41,0,0.0001
9,-3,0,0.0001
48,18,0,1.0
42,-42,0,1.0
43,-26,0,1.0
40,-27,0,1.0
27,-32,0,0.0001
46,-42,0,1.0
19,-15,0,0.0001
10,30,0,0.0001
16,-49,0,1.0
47,-50,0,1.0
12,-18,0,0.0001
17,6,0,0.0001
1,5,0,0.0001
38,-14,0,0.0001
8,7,0,0.0001
43,-40,0,1.0
16,27,0,0.0001
42,3,0,0.0001
38,-10,0,0.0001
7,-4,0,0.0001
44,46,0,1.0
6,48,0,1.0
4,8,0,0.0001
21,34,0,0.0001
44,-50,0,1.0
14,29,0,0.0001
32,5,0,0.0001
19,-21,0,0.0001
25,31,0,0.0001
30,-3,0,0.0001
24,-7,0,0.0001
42,-18,0,1.0
31,28,0,0.0001
37,28,0,1.0
19,-20,0,0.0001
7,21,0,0.0001
8,49,0,1.0
9,-9,0,0.0001
16,-35,0,0.0001
2,-5,0,0.0001
34,45,0,1.0
43,-40,0,1.0
14,36,0,0.0001
39,45,0,1.0
10,-48,0,1.0
11,31,0,0.0001
4,4,0,0.0001
18,41,0,0.0001
5,13,0,0.0001
1,14,0,0.0001
1,-19,0,0.0001
30,44,0,1.0
7,38,0,0.0001
47,-3,0,1.0
42,25,0,1.0
15,30,0,0.0001
41,-38,0,1.0
43,-8,0,0.0001
10,12,0,0.0001
24,41,0,1.0
19,20,0,0.0001
13,-15,0,0.0001
23,-50,0,1.0
42,-2,0,0.0001
14,10,0,0.0001
32,1,0,0.0001
3,-11,0,0.0001
47,-18,0,1.0
36,-49,0,1.0
29,-49,0,1.0
44,10,0,1.0
27,15,0,0.0001
25,26,0,0.0001
18,15,0,0.0001
32,39,0,1.0
27,32,0,0.0001
17,27,0,0.0001
9,42,0,0.0001
14,20,0,0.0001
13,21,0,0.0001
31,24,0,0.0001
19,-25,0,0.0001
5,1,0,0.0001
10,32,0,0.0001
39,7,0,0.0001
39,-14,0,0.0001
42,18,0,1.0
7,5,0,0.0001
21,9,0,0.0001
33,3,0,0.0001
17,-7,0,0.0001
15,-38,0,0.0001
36,14,0,0.0001
19,3,0,0.0001
9,-47,0,1.0
0,18,0,0.0001
3,46,0,1.0
29,22,0,0.0001
26,27,0,0.0001
19,-34,0,0.0001
28,-4,0,0.0001
11,12,0,0.0001
26,-30,0,0.0001
24,-40,0,1.0
44,-7,0,0.0001
31,-30,0,0.0001
7,23,0,0.0001
48,10,0,1.0
45,49,0,1.0
26,6,0,0.0001
20,21,0,0.0001
27,-40,0,1.0
45,35,0,1.0
39,-15,0,0.0001
16,27,0,0.0001
42,46,0,1.0
45,5,0,1.0
10,46,0,1.0
39,47,0,1.0
5,-42,0,0.0001
32,47,0,1.0
5,6,0,0.0001
40,21,0,1.0
0,31,0,0.0001
16,1,0,0.0001
12,15,0,0.0001
27,-25,0,0.0001
12,-31,0,0.0001
21,18,0,0.0001
4,5,0,0.0001
11,-12,0,0.0001
12,4,0,0.0001
46,-12,0,1.0
34,-40,0,1.0
32,8,0,0.0001
15,-34,0,0.0001
48,17,0,1.0
22,-37,0,0.0001
46,-22,0,1.0
8,-1,0,0.0001
14,16,0,0.0001
3,23,0,0.0001
10,-35,0,0.0001
44,-28,0,1.0
31,-26,0,0.0001
10,-40,0,0.0001
18,34,0,0.0001
26,-29,0,0.0001
43,-47,0,1.0
48,-14,0,1.0
48,-14,0,1.0
9,-44,0,0.0001
32,40,0,1.0
11,18,0,0.0001
19,27,0,0.0001
22,9,0,0.0001
24,8,0,0.0001
32,-14,0,0.0001
42,34,0,1.0
6,-5,0,0.0001
24,-40,0,1.0
24,-14,0,0.0001
32,-1,0,0.0001
27,47,0,1.0
34,8,0,0.0001
8,42,0,0.0001
13,23,0,0.0001
44,16,0,1.0
18,5,0,0.0001
11,-49,0,1.0
46,-49,0,1.0
7,18,0,0.0001
4,-17,0,0.0001
48,-46,0,1.0
26,-34,0,0.0001
25,-30,0,0.0001
13,40,0,0.0001
46,4,0,1.0
44,14,0,1.0
21,-13,0,0.0001
33,-37,0,1.0
8,-30,0,0.0001
9,30,0,0.0001
14,-7,0,0.0001
